"Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Probability (%)","Close Date","Created Date","Next Step","Lead Source","Type","Primary Contact","Account ID","Contact: Email","Contact: Title"
"General Motors Financial Company Inc","PaaS: IoT Cloud Implementation","Qualify","Q1-2025","21478.53","6","2/16/2025","1/12/2025","Schedule an initial call with the VP of Sales","Event","New Business","Finn Miller","001Hu00003XRhoP","finn.miller@generalmotorsfinancialcompanyinc.com","Director of Operations"
"AT&T eCommerce Web Hosting","OCI: Storage Expansion Project","Propose","Q1-2025","142328.17","49","2/16/2025","1/12/2025","Discuss pricing options with the CFO","Event","Expansion","","001Hu00003XRhsy","",""
"Verizon Maryland Inc","PaaS: Analytics Cloud Implementation","Propose","Q1-2025","424536.09","55","2/16/2025","1/12/2025","Send a proposal to the CEO","Referral","Renewal","Dylan Coffey","001Hu00003XRhrO","dylan.coffey@verizonmarylandinc.com","VP of Engineering"
"Comcast -OFA,Web Employees,F/A, Projects-RAGO","SaaS: CX Upgrade Proposal","Closed Lost","Q1-2025","104319.59","3","2/16/2025","1/12/2025","Plan re-engagement strategy with the Product Manager","Web","Expansion","","001Hu00003XRhwF","",""
"BOEING COMMUNICATIONS SVCS","OCI: IaaS Implementation","Closed Won","Q1-2025","7457.27","97","2/16/2025","1/12/2025","Set up a kickoff meeting with the CEO","Social Media","Renewal","Leo Marshall","001Hu00003XRhw5","leo.marshall@boeingcommunicationssvcs.com","CMO"
"General Motors China, Inc.","OCI: Compute Adoption Initiative","Closed Won","Q1-2025","82788.63","99","2/16/2025","1/12/2025","Send a thank-you note to the Product Manager","Web","Renewal","","001Hu00003XRhtJ","",""
"EXXON CORPORATION","OCI: Compute Implementation","Closed Won","Q1-2025","115003.04","99","2/16/2025","1/12/2025","Prepare onboarding materials for the VP of Sales","Web","Expansion","Michael Blackburn","001Hu00003XRhpk","michael.blackburn@exxoncorporation.com","CTO"
"Euro Disney Associes SCA","SaaS: HCM Upgrade Proposal","Closed Won","Q1-2025","211993.04","95","2/16/2025","1/12/2025","Send a thank-you note to the CFO","Cold Call","Renewal","Seth Baker","001Hu00003XRhsj","seth.baker@eurodisneyassociessca.com","Director of Product"
"MORGAN STANLEY CAPITAL INTERNATIONAL INC.","PaaS: IoT Cloud Upgrade Proposal","Qualify","Q1-2025","131724.37","15","2/17/2025","1/12/2025","Gather requirements from the CTO","Social Media","New Business","","001Hu00003XRhun","",""
"Disney Interactive Media Group","OCI: Networking Expansion Project","Negotiate","Q1-2025","12761.50","76","2/17/2025","1/12/2025","Negotiate terms with the CEO","Cold Call","Renewal","Iris Bolton","001Hu00003XRhsT","iris.bolton@disneyinteractivemediagroup.com","Executive Director"
"AT&T Latin America","SaaS: Financials Expansion Project","Negotiate","Q1-2025","172036.94","70","2/17/2025","1/12/2025","Resolve open concerns with the CRO","Event","Expansion","","001Hu00003XRhpX","",""
"Cancer Targeted Technology LLC","PaaS: Blockchain Adoption Initiative","Negotiate","Q1-2025","277680.55","73","2/17/2025","1/12/2025","Finalize contract details with the Product Manager","Event","Expansion","Olivia Bird","001Hu00003XRhsE","olivia.bird@cancertargetedtechnologyllc.com","VP of Sales"
"Chevron Energy Technology Company","SaaS: EPM Expansion Project","Meet & Present","Q1-2025","7153.46","23","2/17/2025","1/12/2025","Demonstrate product features to the Product Manager","Event","Expansion","Zoe Clayton","001Hu00003XRhn0","zoe.clayton@chevronenergytechnologycompany.com","Executive Director"
"Citigroup Consumer STS","SaaS: ERP Expansion Project","Meet & Present","Q1-2025","11508.35","28","2/17/2025","1/12/2025","Demonstrate product features to the Director of Operations","Cold Call","Renewal","Ruby Bradford","001Hu00003XRhsg","ruby.bradford@citigroupconsumersts.com","Director of Sales"
"GE Asset Intelligence","PaaS: Blockchain Implementation","Closed Lost","Q1-2025","124388.63","0","2/17/2025","1/12/2025","Document feedback from the CEO","Social Media","Renewal","Wesley Rivera","001Hu00003XRhr9","wesley.rivera@geassetintelligence.com","Director of Engineering"
"Disney Interactive Studios Inc.","PaaS: Blockchain Adoption Initiative","Closed Lost","Q1-2025","71128.46","5","2/17/2025","1/12/2025","Plan re-engagement strategy with the CTO","Web","New Business","","001Hu00003XRhwD","",""
"BOEING INFORMATION & SUPPORT SERVICES","OCI: Compute Implementation","Closed Lost","Q1-2025","275758.42","2","2/17/2025","1/12/2025","Document feedback from the CTO","Web","Expansion","","001Hu00003XRhqo","",""
"Walt Disney Parks and Resorts U.S., a division of Walt Disney Parks and Resorts U.S., Inc.","PaaS: IoT Cloud Adoption Initiative","Closed Lost","Q1-2025","16522.95","0","2/17/2025","1/12/2025","Plan re-engagement strategy with the CFO","Web","New Business","","001Hu00003XRhpm","",""
"Target Canada, Co.","OCI: Autonomous Database Upgrade Proposal","Meet & Present","Q1-2025","131831.95","26","2/18/2025","1/12/2025","Demonstrate product features to the CRO","Social Media","Expansion","","001Hu00003XRhsm","",""
"VERIZON Virginia Inc.","PaaS: IoT Cloud Adoption Initiative","Qualify","Q1-2025","38944.70","14","2/18/2025","1/12/2025","Gather requirements from the CTO","Social Media","Renewal","","001Hu00003XRhr3","",""
"Information Technology Shared Services, Johnson & Johnson Services, Inc","PaaS: IoT Cloud Upgrade Proposal","Propose","Q1-2025","9888.55","45","2/18/2025","1/12/2025","Discuss pricing options with the Director of Operations","Web","Renewal","","001Hu00003XRhq8","",""
"Pfizer Inc 185 Ph & Upjohn Kalamazoo","PaaS: IoT Cloud Upgrade Proposal","Propose","Q1-2025","76894.35","49","2/18/2025","1/12/2025","Discuss pricing options with the CTO","Cold Call","Expansion","","001Hu00003XRhrU","",""
"Verizon Sourcing LLC for Verizon Wireless","SaaS: HCM Adoption Initiative","Negotiate","Q1-2025","194590.70","71","2/18/2025","1/12/2025","Resolve open concerns with the Product Manager","Cold Call","Expansion","Lucy Barnett","001Hu00003XRhoE","lucy.barnett@verizonsourcingllcforverizonwireless.com","CMO"
"Comcast Enterprise Services, LLC","OCI: Compute Adoption Initiative","Closed Lost","Q1-2025","449884.86","5","2/18/2025","1/12/2025","Document feedback from the CRO","Cold Call","New Business","","001Hu00003XRhp5","",""
"BANK OF AMERICAN FORK","PaaS: Blockchain Upgrade Proposal","Closed Lost","Q1-2025","17839.10","4","2/18/2025","1/12/2025","Analyze reasons for loss with the Director of Operations","Referral","Expansion","Stella Brooks","001Hu00003XRhuM","stella.brooks@bankofamericanfork.com","VP of Engineering"
"Morgan Stanley","PaaS: Analytics Cloud Upgrade Proposal","Closed Lost","Q1-2025","138321.08","3","2/18/2025","1/12/2025","Analyze reasons for loss with the CFO","Event","Renewal","Harper Bray","001Hu00003XRhrX","harper.bray@morganstanley.com","Director of Marketing"
"AT&T ENTERPRISE","SaaS: CX Adoption Initiative","Closed Lost","Q1-2025","77447.79","2","2/18/2025","1/12/2025","Analyze reasons for loss with the CTO","Social Media","New Business","","001Hu00003XRhql","",""
"Disney Connected and Adv Tech","OCI: Compute Upgrade Proposal","Closed Won","Q1-2025","6370.22","96","2/18/2025","1/12/2025","Set up a kickoff meeting with the CEO","Cold Call","New Business","Noah Davis","001Hu00003XRhsF","noah.davis@disneyconnectedandadvtech.com","CIO"
"CITI","SaaS: ERP Implementation","Closed Won","Q1-2025","25091.15","99","2/18/2025","1/12/2025","Prepare onboarding materials for the VP of Sales","Social Media","Expansion","Nora Smith","001Hu00003XRhs5","nora.smith@citi.com","Director of Engineering"
"VERIZON BUSINESS-DEN5","SaaS: SCM Upgrade Proposal","Propose","Q1-2025","88573.18","55","2/19/2025","1/12/2025","Send a proposal to the Director of Operations","Event","Renewal","Finn Price","001Hu00003XRhu3","finn.price@verizonbusiness-den5.com","CTO"
"Targetbase","SaaS: SCM Implementation","Propose","Q1-2025","62008.99","52","2/19/2025","1/12/2025","Discuss pricing options with the Product Manager","Event","Expansion","Hazel Burrell","001Hu00003XRhuU","hazel.burrell@targetbase.com","VP of Engineering"
"AT&T SBC Forecasting","OCI: IaaS Upgrade Proposal","Qualify","Q1-2025","18640.21","8","2/19/2025","1/12/2025","Send introduction email to the Director of Operations","Web","New Business","","001Hu00003XRhqk","",""
"DISNEYLAND RESORT","PaaS: IoT Cloud Upgrade Proposal","Propose","Q1-2025","16332.08","50","2/19/2025","1/12/2025","Send a proposal to the CRO","Web","New Business","Axel Cordova","001Hu00003XRhr6","axel.cordova@disneylandresort.com","Director of Engineering"
"AT&T BROADBAND PURCH & LEASING LLC","OCI: Storage Expansion Project","Propose","Q1-2025","445469.33","48","2/19/2025","1/12/2025","Send a proposal to the CFO","Referral","Renewal","","001Hu00003XRhqH","",""
"BOEING BEMS","PaaS: Generative AI Expansion Project","Negotiate","Q1-2025","149792.23","78","2/19/2025","1/12/2025","Negotiate terms with the Director of Operations","Cold Call","Expansion","Alex Bellamy","001Hu00003XRhpe","alex.bellamy@boeingbems.com","VP of Operations"
"IBM AIM SERVICES","OCI: Networking Adoption Initiative","Meet & Present","Q1-2025","16297.80","23","2/19/2025","1/12/2025","Discuss initial feedback with the Product Manager","Cold Call","New Business","Julian Robinson","001Hu00003XRhtL","julian.robinson@ibmaimservices.com","Regional Director"
"IBM Global Services India Pvt Ltd","OCI: Networking Expansion Project","Closed Won","Q1-2025","23414.82","99","2/19/2025","1/12/2025","Send a thank-you note to the VP of Sales","Event","New Business","Michelle Beach","001Hu00003XRhpf","michelle.beach@ibmglobalservicesindiapvtltd.com","Director of Engineering"
"BANK OF AMERICA, NATIONAL ASSOCIATION","OCI: Autonomous Database Implementation","Closed Won","Q1-2025","27941.33","99","2/19/2025","1/12/2025","Send a thank-you note to the Product Manager","Web","Expansion","","001Hu00003XRhvd","",""
"BOEING","PaaS: Analytics Cloud Expansion Project","Propose","Q1-2025","453621.58","48","2/20/2025","1/12/2025","Review the proposal with the CTO","Cold Call","New Business","Sophia Chen","001Hu00003XRhsb","sophia.chen@boeing.com","CISO"
"CITI MARKETS AND BANKING","OCI: IaaS Implementation","Qualify","Q1-2025","20167.56","12","2/20/2025","1/12/2025","Send introduction email to the VP of Sales","Event","Expansion","Elijah Murray","001Hu00003XRhuh","elijah.murray@citimarketsandbanking.com","VP of Sales"
"Chevron Energy Solutions","OCI: Autonomous Database Implementation","Negotiate","Q1-2025","74017.07","73","2/20/2025","1/12/2025","Finalize contract details with the CFO","Cold Call","Renewal","Pat Johnson","001Hu00003XRhqb","pat.johnson@chevronenergysolutions.com","VP of Product"
"IBM Wtc Finance LLC","SaaS: Financials Expansion Project","Qualify","Q1-2025","99459.32","13","2/20/2025","1/12/2025","Send introduction email to the Director of Operations","Referral","New Business","Grace Cloud","001Hu00003XRhss","grace.cloud@ibmwtcfinancellc.com","Executive Director"
"Pfizer, Inc. (Lincoln) - NASS","SaaS: CX Upgrade Proposal","Negotiate","Q1-2025","26358.94","77","2/20/2025","1/12/2025","Negotiate terms with the VP of Sales","Social Media","New Business","","001Hu00003XRhsB","",""
"LifeScan Inc. a Johnson & Johnson Co.","SaaS: SCM Implementation","Qualify","Q1-2025","7863.77","10","2/20/2025","1/12/2025","Gather requirements from the CFO","Event","Expansion","","001Hu00003XRht7","",""
"Comcast Communications","SaaS: SCM Expansion Project","Propose","Q1-2025","17730.50","53","2/20/2025","1/12/2025","Send a proposal to the CTO","Social Media","Expansion","Leah Bates","001Hu00003XRhpR","leah.bates@comcastcommunications.com","Senior Director"
"Microsoft Corporation, Home and Entertainment Division","SaaS: SCM Implementation","Negotiate","Q1-2025","46898.86","80","2/20/2025","1/12/2025","Finalize contract details with the CEO","Event","Renewal","","001Hu00003XRhuG","",""
"AT&T Copperhead","OCI: Compute Adoption Initiative","Meet & Present","Q1-2025","10643.43","23","2/20/2025","1/12/2025","Hold a meeting with the CRO to present our solution","Event","New Business","","001Hu00003XRhpQ","",""
"AT&T WIRELESS","OCI: IaaS Upgrade Proposal","Closed Lost","Q1-2025","17071.02","1","2/20/2025","1/12/2025","Plan re-engagement strategy with the Product Manager","Web","Renewal","","001Hu00003XRhrn","",""
"Comcast Sportsnet","PaaS: Analytics Cloud Upgrade Proposal","Closed Won","Q1-2025","51301.11","96","2/20/2025","1/12/2025","Set up a kickoff meeting with the CRO","Event","Expansion","Zoe Cochran","001Hu00003XRhnu","zoe.cochran@comcastsportsnet.com","VP of Marketing"
"VISTAKON DIVISION OF JOHNSON & JOHNSON","OCI: Networking Expansion Project","Closed Won","Q1-2025","32925.88","99","2/20/2025","1/12/2025","Send a thank-you note to the Product Manager","Event","Expansion","","001Hu00003XRhoN","",""
"VERIZON WIRELESS","PaaS: Generative AI Adoption Initiative","Propose","Q1-2025","15939.15","50","2/21/2025","1/12/2025","Discuss pricing options with the CTO","Cold Call","Renewal","Caleb Barton","001Hu00003XRhpw","caleb.barton@verizonwireless.com","VP of Sales"
"WALT DISNEY","PaaS: Blockchain Adoption Initiative","Meet & Present","Q1-2025","144701.27","29","2/21/2025","1/12/2025","Discuss initial feedback with the VP of Sales","Web","Renewal","Jane Cobb","001Hu00003XRhrt","jane.cobb@waltdisney.com","CRO"
"APPLE COMPUTER","OCI: Networking Adoption Initiative","Qualify","Q1-2025","11146.11","10","2/21/2025","1/12/2025","Gather requirements from the CEO","Event","New Business","Delilah Branch","001Hu00003XRhvI","delilah.branch@applecomputer.com","VP of Product"
"GENERAL DYNAMICS-INTEL","OCI: Networking Adoption Initiative","Meet & Present","Q1-2025","14869.95","27","2/21/2025","1/12/2025","Demonstrate product features to the CFO","Social Media","Expansion","Piper Baldwin","001Hu00003XRhtI","piper.baldwin@generaldynamics-intel.com","Executive Director"
"AVAYA CMS/IBM CORP","OCI: IaaS Upgrade Proposal","Propose","Q1-2025","24266.87","46","2/21/2025","1/12/2025","Review the proposal with the CTO","Event","Expansion","","001Hu00003XRhpr","",""
"Verizon Business (CPE Reseller) North America","OCI: IaaS Expansion Project","Qualify","Q1-2025","10857.05","11","2/21/2025","1/12/2025","Gather requirements from the CTO","Web","New Business","Iris Bradford","001Hu00003XRhr1","iris.bradford@verizonbusinessnorthamerica.com","Director of Operations"
"AT&T BROADBAND PURCH & LEASING LLC","SaaS: EPM Implementation","Closed Lost","Q1-2025","470251.64","1","2/21/2025","1/12/2025","Analyze reasons for loss with the Product Manager","Referral","New Business","","001Hu00003XRhqH","",""
"IBM Global - Hartford Life","PaaS: Blockchain Adoption Initiative","Closed Lost","Q1-2025","476920.56","5","2/21/2025","1/12/2025","Analyze reasons for loss with the Director of Operations","Event","Expansion","Atlas Richardson","001Hu00003XRhvK","atlas.richardson@ibmglobal-hartfordlife.com","Director of Sales"
"Johnson & Johnson International Inc","OCI: Storage Adoption Initiative","Closed Lost","Q1-2025","353177.57","4","2/21/2025","1/12/2025","Plan re-engagement strategy with the Product Manager","Social Media","Renewal","","001Hu00003XRhnt","",""
"Southeastern Metals Manufacturing Company","PaaS: Blockchain Adoption Initiative","Closed Won","Q1-2025","41667.27","98","2/21/2025","1/12/2025","Set up a kickoff meeting with the CRO","Web","New Business","Taylor Barr","001Hu00003XRhtC","taylor.barr@southeasternmetalsmanufacturingcompany.com","CFO"
"Disney Connected and Adv Tech","SaaS: EPM Expansion Project","Propose","Q1-2025","58154.61","54","2/22/2025","1/12/2025","Send a proposal to the Director of Operations","Cold Call","Expansion","Paisley Case","001Hu00003XRhsF","paisley.case@disneyconnectedandadvtech.com","Director of Marketing"
"Pfizer Animal Health","SaaS: EPM Upgrade Proposal","Qualify","Q1-2025","68110.71","13","2/22/2025","1/12/2025","Send introduction email to the CRO","Social Media","Renewal","Taylor Chavez","001Hu00003XRhnm","taylor.chavez@pfizeranimalhealth.com","VP of Sales"
"IBM CORP C/O PITNEY BOWES","PaaS: Integration Cloud Adoption Initiative","Meet & Present","Q1-2025","36046.96","27","2/22/2025","1/12/2025","Hold a meeting with the CFO to present our solution","Web","New Business","","001Hu00003XRhsK","",""
"Citibank South Dakota","PaaS: Blockchain Upgrade Proposal","Qualify","Q1-2025","40470.94","7","2/22/2025","1/12/2025","Send introduction email to the CEO","Web","New Business","Natalie Brewer","001Hu00003XRhte","natalie.brewer@citibanksouthdakota.com","VP of Product"
"Walt Disney World Dolphin, A Sheraton Hotel","SaaS: SCM Expansion Project","Qualify","Q1-2025","24794.39","12","2/22/2025","1/12/2025","Gather requirements from the VP of Sales","Referral","Expansion","","001Hu00003XRhoM","",""
"Citigroup Services Japan Ltd","SaaS: SCM Implementation","Negotiate","Q1-2025","6610.40","80","2/22/2025","1/12/2025","Resolve open concerns with the CTO","Event","New Business","John Bellamy","001Hu00003XRhnX","john.bellamy@citigroupservicesjapanltd.com","Director of Operations"
"Verizon Terremark","SaaS: CX Upgrade Proposal","Negotiate","Q1-2025","5852.87","70","2/22/2025","1/12/2025","Finalize contract details with the Director of Operations","Web","Expansion","Olivia Fleming","001Hu00003XRhtu","olivia.fleming@verizonterremark.com","VP of Sales"
"AT&T Diversified Group","SaaS: SCM Upgrade Proposal","Negotiate","Q1-2025","44230.88","73","2/22/2025","1/12/2025","Finalize contract details with the CRO","Social Media","Renewal","","001Hu00003XRhq4","",""
"Intelisys, Inc.","OCI: Storage Adoption Initiative","Closed Lost","Q1-2025","205198.42","0","2/22/2025","1/12/2025","Analyze reasons for loss with the CEO","Web","Expansion","","001Hu00003XRhuI","",""
"Johnson & Johnson International Inc","PaaS: Analytics Cloud Adoption Initiative","Closed Lost","Q1-2025","102810.44","0","2/22/2025","1/12/2025","Plan re-engagement strategy with the CRO","Cold Call","Renewal","","001Hu00003XRhnt","",""
"IBM Corporation - Global Ordering Services","PaaS: Generative AI Upgrade Proposal","Closed Won","Q1-2025","75336.64","96","2/22/2025","1/12/2025","Set up a kickoff meeting with the VP of Sales","Web","New Business","Rhys Johnson","001Hu00003XRhuw","rhys.johnson@ibmcorporation-globalorderingservices.com","Director of Operations"
"Walt Disney Animation Studios","PaaS: Integration Cloud Upgrade Proposal","Negotiate","Q1-2025","413170.14","80","2/23/2025","1/12/2025","Resolve open concerns with the CFO","Referral","Expansion","Kai Cooper","001Hu00003XRhqK","kai.cooper@waltdisneyanimationstudios.com","CMO"
"Walt Disney Attractions Technology LLC","SaaS: ERP Expansion Project","Meet & Present","Q1-2025","54833.90","22","2/23/2025","1/12/2025","Hold a meeting with the Director of Operations to present our solution","Web","Expansion","Iris Ross","001Hu00003XRhwJ","iris.ross@waltdisneyattractionstechnologyllc.com","Senior Director"
"Microsoft Corporation, Home and Entertainment Division","OCI: Compute Adoption Initiative","Qualify","Q1-2025","401256.95","9","2/23/2025","1/12/2025","Gather requirements from the CEO","Web","Expansion","","001Hu00003XRhuG","",""
"PFIZER CONSUMER HEALTH","SaaS: EPM Implementation","Qualify","Q1-2025","21075.89","6","2/23/2025","1/12/2025","Send introduction email to the Director of Operations","Cold Call","Expansion","Lily Burton","001Hu00003XRhpc","lily.burton@pfizerconsumerhealth.com","VP of Marketing"
"Comcast Converged Products","PaaS: Analytics Cloud Upgrade Proposal","Qualify","Q1-2025","211196.33","15","2/23/2025","1/12/2025","Schedule an initial call with the CFO","Web","Renewal","Faith Blanchard","001Hu00003XRhn5","faith.blanchard@comcastconvergedproducts.com","Director of Operations"
"BOEING AIRCRAFT","PaaS: Integration Cloud Adoption Initiative","Propose","Q1-2025","98115.56","48","2/23/2025","1/12/2025","Review the proposal with the Director of Operations","Referral","Expansion","Chloe Thompson","001Hu00003XRhvh","chloe.thompson@boeingaircraft.com","Senior Director"
"JOHNSON & JOHNSON HOSPITAL SERVICES","SaaS: Financials Expansion Project","Qualify","Q1-2025","340971.70","13","2/23/2025","1/12/2025","Gather requirements from the CTO","Event","Expansion","","001Hu00003XRhpp","",""
"AT&T GLOBAL INFORMATION SOLUTIONS","OCI: Autonomous Database Expansion Project","Closed Lost","Q1-2025","17296.96","3","2/23/2025","1/12/2025","Plan re-engagement strategy with the CTO","Event","New Business","","001Hu00003XRhou","",""
"IBM/Somers Headquarters","SaaS: ERP Expansion Project","Closed Lost","Q1-2025","316833.32","2","2/23/2025","1/12/2025","Plan re-engagement strategy with the Product Manager","Web","New Business","","001Hu00003XRhsZ","",""
"GOLDMAN SACHS REALTY MANAGEMENT, L.P.","SaaS: SCM Upgrade Proposal","Closed Won","Q1-2025","21143.17","98","2/23/2025","1/12/2025","Set up a kickoff meeting with the CTO","Web","Expansion","","001Hu00003XRhty","",""
"AT&T Hosting","OCI: Storage Upgrade Proposal","Meet & Present","Q1-2025","55170.56","20","2/24/2025","1/12/2025","Demonstrate product features to the Director of Operations","Cold Call","Expansion","","001Hu00003XRhtU","",""
"The Walt Disney Company  Limited","PaaS: Analytics Cloud Adoption Initiative","Meet & Present","Q1-2025","63736.13","27","2/24/2025","1/12/2025","Discuss initial feedback with the Product Manager","Web","Renewal","Caleb Long","001Hu00003XRhuo","caleb.long@thewaltdisneycompanylimited.com","VP of Engineering"
"Target Integrated Procurement Process","SaaS: SCM Expansion Project","Meet & Present","Q1-2025","44123.57","28","2/24/2025","1/12/2025","Hold a meeting with the Product Manager to present our solution","Event","Expansion","Felix Bland","001Hu00003XRhnW","felix.bland@targetintegratedprocurementprocess.com","CEO"
"TARGETBASE MARKETING","SaaS: ERP Expansion Project","Meet & Present","Q1-2025","16870.35","30","2/24/2025","1/12/2025","Demonstrate product features to the VP of Sales","Cold Call","Renewal","Benjamin Phillips","001Hu00003XRhqB","benjamin.phillips@targetbasemarketing.com","Director of Operations"
"Citicorp Credit Services, Inc.","PaaS: Generative AI Implementation","Propose","Q1-2025","12081.06","53","2/24/2025","1/12/2025","Review the proposal with the CRO","Web","Renewal","","001Hu00003XRhoG","",""
"IBM GLOBAL TECHNOLOGY SERVICES","SaaS: Financials Adoption Initiative","Meet & Present","Q1-2025","119386.56","22","2/24/2025","1/12/2025","Demonstrate product features to the Product Manager","Social Media","Renewal","Layla Conway","001Hu00003XRhvp","layla.conway@ibmglobaltechnologyservices.com","CMO"
"COX TARGET MEDIA - VALPAK","OCI: IaaS Expansion Project","Meet & Present","Q1-2025","65098.57","27","2/24/2025","1/12/2025","Discuss initial feedback with the CFO","Web","Expansion","Asher Coates","001Hu00003XRhpH","asher.coates@coxtargetmedia-valpak.com","VP of Engineering"
"Artificial Medical Intelligence Incorporated","PaaS: IoT Cloud Expansion Project","Meet & Present","Q1-2025","16465.21","28","2/24/2025","1/12/2025","Demonstrate product features to the CFO","Referral","Renewal","Mia Cline","001Hu00003XRhn1","mia.cline@artificialmedicalintelligenceincorporated.com","Director of Operations"
"APPLE AMERICAN GROUP LLC","PaaS: Generative AI Expansion Project","Propose","Q1-2025","9947.07","51","2/24/2025","1/12/2025","Discuss pricing options with the CRO","Cold Call","Expansion","Leo Brennan","001Hu00003XRhqT","leo.brennan@appleamericangroupllc.com","VP of Operations"
"Verizon Lab","OCI: Autonomous Database Adoption Initiative","Closed Lost","Q1-2025","14776.04","3","2/24/2025","1/12/2025","Analyze reasons for loss with the CEO","Referral","Expansion","Ava Bullock","001Hu00003XRhrJ","ava.bullock@verizonlab.com","CFO"
"CHEVRON ORONITE COMPANY, LLC","OCI: IaaS Adoption Initiative","Closed Lost","Q1-2025","96587.23","0","2/24/2025","1/12/2025","Document feedback from the CEO","Referral","New Business","","001Hu00003XRhph","",""
"Targetbase","SaaS: Financials Adoption Initiative","Closed Lost","Q1-2025","15791.63","0","2/24/2025","1/12/2025","Analyze reasons for loss with the CRO","Web","Expansion","Emmett Baker","001Hu00003XRhuU","emmett.baker@targetbase.com","VP of Product"
"IBM AIM SERVICES","PaaS: Generative AI Adoption Initiative","Closed Won","Q1-2025","40196.20","100","2/24/2025","1/12/2025","Prepare onboarding materials for the Director of Operations","Cold Call","New Business","Luna Russell","001Hu00003XRhtL","luna.russell@ibmaimservices.com","CMO"
"JOHNSON & JOHNSON HEALTH CARE SYSTEMS INC","SaaS: SCM Implementation","Meet & Present","Q1-2025","6089.54","22","2/25/2025","1/12/2025","Demonstrate product features to the VP of Sales","Cold Call","Expansion","","001Hu00003XRho5","",""
"DisneyToon Studios","PaaS: Generative AI Expansion Project","Propose","Q1-2025","268107.88","54","2/25/2025","1/12/2025","Review the proposal with the Product Manager","Event","Expansion","Leah Cook","001Hu00003XRhsq","leah.cook@disneytoonstudios.com","Regional Director"
"Pfizer Inc (Bldg 204A Dock)","PaaS: Generative AI Upgrade Proposal","Meet & Present","Q1-2025","6348.29","27","2/25/2025","1/12/2025","Demonstrate product features to the CRO","Web","Renewal","Violet Barnes","001Hu00003XRhoC","violet.barnes@pfizerinc.com","CIO"
"AT&T MOBILITY LAB","SaaS: Financials Expansion Project","Propose","Q1-2025","275634.74","55","2/25/2025","1/12/2025","Discuss pricing options with the Product Manager","Event","Renewal","","001Hu00003XRhq3","",""
"Boeing Intelligence And Security Systems","PaaS: Generative AI Adoption Initiative","Qualify","Q1-2025","394214.77","15","2/25/2025","1/12/2025","Gather requirements from the CRO","Event","Expansion","Oscar Bryan","001Hu00003XRhu7","oscar.bryan@boeingintelligenceandsecuritysystems.com","VP of Operations"
"Morgan Stanley Smith Barney","SaaS: ERP Adoption Initiative","Closed Lost","Q1-2025","45061.41","5","2/25/2025","1/12/2025","Document feedback from the CRO","Event","Expansion","Jade Armstrong","001Hu00003XRhqh","jade.armstrong@morganstanleysmithbarney.com","VP of Engineering"
"Amazon Robotics LLC","OCI: Networking Expansion Project","Closed Won","Q1-2025","10072.33","95","2/25/2025","1/12/2025","Send a thank-you note to the CRO","Referral","New Business","Logan Baird","001Hu00003XRhog","logan.baird@amazonroboticsllc.com","Senior Director"
"AVAYA CMS/IBM CORP","OCI: Storage Expansion Project","Closed Won","Q1-2025","6659.36","98","2/25/2025","1/12/2025","Send a thank-you note to the CEO","Web","Expansion","","001Hu00003XRhpr","",""
"AVAYA CMS/IBM CORP","SaaS: Financials Expansion Project","Closed Won","Q1-2025","16123.84","95","2/25/2025","1/12/2025","Send a thank-you note to the Product Manager","Referral","New Business","","001Hu00003XRhpr","",""
"BOEING MISSILES AND SPACE","PaaS: Blockchain Expansion Project","Closed Won","Q1-2025","442920.76","99","2/25/2025","1/12/2025","Prepare onboarding materials for the Director of Operations","Cold Call","Expansion","Grace Reed","001Hu00003XRhv5","grace.reed@boeingmissilesandspace.com","VP of Product"
"VERIZON WIRELESS MS 7-Z","PaaS: Blockchain Implementation","Propose","Q1-2025","426281.92","52","2/26/2025","1/12/2025","Review the proposal with the VP of Sales","Referral","Renewal","Adam Ballard","001Hu00003XRhry","adam.ballard@verizonwirelessms7-z.com","Director of Engineering"
"Walt Disney Attractions Technology LLC","OCI: Autonomous Database Upgrade Proposal","Meet & Present","Q1-2025","14163.84","21","2/26/2025","1/12/2025","Demonstrate product features to the CRO","Social Media","New Business","Piper Abbott","001Hu00003XRhwJ","piper.abbott@waltdisneyattractionstechnologyllc.com","VP of Sales"
"Mdintellesys, LLC","SaaS: CX Upgrade Proposal","Propose","Q1-2025","271831.21","47","2/26/2025","1/12/2025","Send a proposal to the CRO","Social Media","Renewal","","001Hu00003XRhp6","",""
"Comcast Cable Oaks","SaaS: EPM Expansion Project","Meet & Present","Q1-2025","74442.07","28","2/26/2025","1/12/2025","Discuss initial feedback with the CFO","Referral","Expansion","Phoenix Crawford","001Hu00003XRhwH","phoenix.crawford@comcastcableoaks.com","Regional Director"
"CHEVRON NIGERIA LTD","SaaS: EPM Implementation","Negotiate","Q1-2025","47423.42","78","2/26/2025","1/12/2025","Negotiate terms with the CFO","Event","New Business","Scarlett Conrad","001Hu00003XRhnj","scarlett.conrad@chevronnigerialtd.com","Executive Director"
"IBM Resiliency Services","SaaS: SCM Adoption Initiative","Propose","Q1-2025","472846.71","46","2/26/2025","1/12/2025","Discuss pricing options with the CRO","Cold Call","New Business","Axel Barton","001Hu00003XRhnC","axel.barton@ibmresiliencyservices.com","Senior Director"
